tournaments.RoundRobinTournament
AIs
	multimap_small_200M_s1
	BestRL-350M
	RandomBiasedAI
	POLightRush
	POWorkerRush
	NaiveMCTS
	CoacAI
	Mayari
	MixedBot
	Tiamat
	Droplet
	ObiBotKenobi
	StrategyTactics
	TMA
	RAISocketAI
	UtsImass
maps
	maps/open_competition/basesWorkers8x8A.xml	maxGameLength=3000
	maps/open_competition/FourBasesWorkers8x8.xml	maxGameLength=3000
	maps/open_competition/NoWhereToRun9x8.xml	maxGameLength=4000
	maps/open_competition/basesWorkers16x16A.xml	maxGameLength=4000
	maps/open_competition/TwoBasesBarracks16x16.xml	maxGameLength=4000
iterations	5
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	3600000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout	ai1_time_ns	ai2_time_ns
3	4	4	7	476	1	-1	-1	2051559	34046933
4	4	4	7	476	1	-1	-1	1778503	36732054
0	3	9	6	2280	1	-1	-1	39580050639	145017253
1	3	9	6	1267	0	-1	-1	24000639425	62602920
2	3	9	6	2330	1	-1	-1	48536304438	87324066
3	3	9	6	1425	1	-1	-1	21661760124	23709623
4	3	9	6	1485	1	-1	-1	22271182402	31307786
0	3	5	15	1530	0	-1	-1	52704200944	991081157
1	3	5	15	1340	0	-1	-1	34527054243	799193864
2	3	5	15	1163	0	-1	-1	37818747363	675858624
3	3	5	15	1500	0	-1	-1	40909622154	807326004
4	3	5	15	1870	0	-1	-1	54749554116	1044434068
0	1	0	15	230	0	-1	-1	80935271539	290521452
1	1	0	15	240	0	-1	-1	84673144988	231866346
2	1	0	15	245	0	-1	-1	86870944261	243095537
3	1	0	15	260	0	-1	-1	97009739661	249019927
4	1	0	15	260	0	-1	-1	97009739661	234703485
0	4	3	10	883	1	-1	-1	21373955	32068219074
1	4	3	10	724	0	-1	-1	11874712	17168969015
2	4	3	10	589	1	-1	-1	5295337	22044960983
3	4	3	10	567	1	-1	-1	4074334	21765631533
4	4	3	10	773	0	-1	-1	9706558	18475437357
0	3	3	10	365	1	-1	-1	6545639	4278827869
1	3	3	10	385	1	-1	-1	3495632	4795942265
2	3	3	10	845	1	-1	-1	9892657	11764602761
3	3	3	10	675	1	-1	-1	3936883	9588127083
4	3	3	10	455	1	-1	-1	1608042	5793287330
0	4	3	6	709	1	-1	-1	15049189	69697671
1	4	3	6	709	1	-1	-1	7814218	59004332
2	4	3	6	709	1	-1	-1	3119690	32680057
3	4	3	6	709	1	-1	-1	2801356	29701566
4	4	3	6	709	1	-1	-1	2426113	27663414
0	1	7	13	3000	-1	-1	-1	524024580	2051722308
1	1	7	13	3000	-1	-1	-1	487293249	1837081345
2	1	7	13	3000	-1	-1	-1	425023792	1159228768
3	1	7	13	3000	-1	-1	-1	419090357	1112779367
4	1	7	13	3000	-1	-1	-1	420396126	1100680869
0	0	13	14	436	1	-1	-1	224768180	11486623284
1	0	13	14	506	1	-1	-1	195343878	6908413196
2	0	13	14	505	1	-1	-1	196737214	6046748068
3	0	13	14	456	1	-1	-1	180020450	5213687860
4	0	13	14	406	1	-1	-1	152537263	4490285898
0	1	8	6	355	1	-1	-1	3834891518	55174083
1	1	8	6	311	1	-1	-1	3188548551	45306837
2	1	8	6	485	1	-1	-1	5914776428	70071651
3	1	8	6	385	1	-1	-1	3913860360	40490550
4	1	8	6	360	1	-1	-1	3736613894	31529666
0	2	1	14	788	1	-1	-1	111492194823	21690929889
1	2	1	14	750	1	-1	-1	108435955752	9645928717
